iter	Passed	Remaining
1661	29605	2458
1662	29620	2440
1663	29638	2422
1664	29653	2404
1665	29672	2386
1666	29687	2368
1667	29701	2350
1668	29716	2332
1669	29735	2314
1670	29752	2296
1671	29770	2279
1672	29785	2261
1673	29803	2243
1674	29825	2225
1675	29841	2207
1676	29859	2190
1677	29878	2172
1678	29895	2154
1679	29912	2136
1680	29928	2118
1681	29944	2100
1682	29958	2082
1683	29976	2064
1684	29991	2046
1685	30007	2028
1686	30023	2011
1687	30040	1993
1688	30056	1975
1689	30071	1957
1690	30089	1939
1691	30105	1921
1692	30120	1903
1693	30134	1885
1694	30149	1867
1695	30164	1849
1696	30180	1831
1697	30194	1813
1698	30210	1795
1699	30232	1778
1700	30250	1760
1701	30268	1742
1702	30287	1725
1703	30306	1707
1704	30321	1689
1705	30337	1671
1706	30354	1653
1707	30371	1635
1708	30387	1618
1709	30405	1600
1710	30424	1582
1711	30442	1564
1712	30459	1546
1713	30472	1528
1714	30488	1511
1715	30504	1493
1716	30519	1475
1717	30535	1457
1718	30551	1439
1719	30565	1421
1720	30582	1403
1721	30595	1385
1722	30613	1368
1723	30631	1350
1724	30649	1332
1725	30664	1314
1726	30685	1297
1727	30701	1279
1728	30717	1261
1729	30733	1243
1730	30749	1225
1731	30766	1207
1732	30784	1190
1733	30802	1172
1734	30819	1154
1735	30834	1136
1736	30850	1118
1737	30865	1101
1738	30882	1083
1739	30898	1065
1740	30914	1047
1741	30930	1029
1742	30948	1012
1743	30965	994
1744	30984	976
1745	31000	958
1746	31018	941
1747	31034	923
1748	31051	905
1749	31068	887
1750	31082	869
1751	31099	852
1752	31114	834
1753	31129	816
1754	31144	798
1755	31160	780
1756	31174	762
1757	31190	745
1758	31205	727
1759	31220	709
1760	31237	691
1761	31256	674
1762	31272	656
1763	31288	638
1764	31304	620
1765	31319	602
1766	31336	585
1767	31354	567
1768	31370	549
1769	31387	531
1770	31402	514
1771	31418	496
1772	31433	478
1773	31447	460
1774	31462	443
1775	31478	425
1776	31495	407
1777	31510	389
1778	31525	372
1779	31540	354
1780	31556	336
1781	31574	318
1782	31593	301
1783	31610	283
1784	31627	265
1785	31643	248
1786	31660	230
1787	31678	212
1788	31695	194
1789	31719	177
1790	31747	159
1791	31782	141
1792	31805	124
1793	31822	106
1794	31842	88
1795	31858	70
1796	31876	53
1797	31893	35
1798	31910	17
1799	31926	0
