iter	MultiClass
510	0.1253052319
511	0.1250834873
512	0.1249084705
513	0.1247368899
514	0.1245823785
515	0.124407436
516	0.1242747854
517	0.1241038667
518	0.1239523685
519	0.1237454174
520	0.1235889167
521	0.1233868701
522	0.1232297735
523	0.1230207593
524	0.1228970676
525	0.122715663
526	0.1225355145
527	0.1223358077
528	0.1221803721
529	0.1220278603
530	0.1218741343
531	0.1217366284
532	0.1215422576
533	0.1213157355
534	0.1211913283
535	0.1210701705
536	0.1208948303
537	0.1206624237
538	0.1204916535
539	0.1203755618
540	0.1201621938
541	0.12001006
542	0.1198416896
543	0.1196430609
544	0.1195379181
545	0.1193786226
546	0.1192022329
547	0.1189987354
548	0.1188234667
549	0.1186646567
550	0.1185104404
551	0.118358736
552	0.1182029311
553	0.1180667714
554	0.1178903998
555	0.1177355015
556	0.1175724594
557	0.1174180705
558	0.1172584853
559	0.1171095277
560	0.1169648319
561	0.1168202994
562	0.1166491726
563	0.1164488714
564	0.1162960279
565	0.1161338312
566	0.1159233859
567	0.1157332056
568	0.1155875434
569	0.1154322567
570	0.1153113798
571	0.1151485253
572	0.1150137644
573	0.1148492484
574	0.1147096533
575	0.1145733309
576	0.1144197363
577	0.1142784411
578	0.1141487836
579	0.1140218879
580	0.1138774364
581	0.1137371602
582	0.1136063018
583	0.1134829077
584	0.1133380813
585	0.1131843634
586	0.1130464492
587	0.1129117043
588	0.1127658404
589	0.1126321408
590	0.1124914434
591	0.1123309203
592	0.1122168968
593	0.1120692447
594	0.1119299703
595	0.1117846856
596	0.1116780558
597	0.1115708586
598	0.1114591723
599	0.1113101903
600	0.1111635074
601	0.1110275034
602	0.1108632972
603	0.1107440068
604	0.1105775902
605	0.1104691179
606	0.1103232555
607	0.1101864136
608	0.1100338453
609	0.1098858987
610	0.1097575086
611	0.1095868749
612	0.1093980286
613	0.1092730258
614	0.1091263421
615	0.1089947032
616	0.1088273786
617	0.1086634158
618	0.1085422776
619	0.1084226371
620	0.1083163648
621	0.1082093487
622	0.1080574485
623	0.1078898799
624	0.1077814497
625	0.1076536242
626	0.1075051849
627	0.1073777736
628	0.1072523349
629	0.107151229
630	0.1069938808
631	0.1068536389
632	0.1067283806
633	0.1066377731
634	0.1065185934
635	0.1064030172
636	0.1062897455
637	0.1061778523
638	0.106046996
639	0.1059228164
640	0.1057506507
641	0.1056273577
642	0.1055218934
643	0.1054321269
644	0.1052821824
645	0.1051774026
646	0.105047747
647	0.1049209671
648	0.1047912551
649	0.1047108146
650	0.1045946736
651	0.1044683671
652	0.1043509849
653	0.1042593916
654	0.1041621829
655	0.1040294436
656	0.1039022639
657	0.1037027462
658	0.1035984025
659	0.1034351072
660	0.1033267254
661	0.1032247013
662	0.1031045638
663	0.1030114943
664	0.1029171454
665	0.1028164186
666	0.1026669878
667	0.1025334138
668	0.1023889235
669	0.1022735484
670	0.1021892927
671	0.1020594407
672	0.1019302497
673	0.1018345165
674	0.1017329151
675	0.1016031869
676	0.1014914393
677	0.1014067024
678	0.1013074305
679	0.1012072977
680	0.1010952101
681	0.100970218
682	0.10083539
683	0.1007173262
684	0.1006278136
685	0.1005194246
686	0.1004396324
687	0.1003280092
688	0.1002145421
689	0.1001183934
690	0.1000147802
691	0.09988644117
692	0.09976841868
693	0.09972334274
694	0.09961298751
695	0.09949341604
696	0.09938143903
697	0.09928653562
698	0.09917095251
699	0.09907933877
700	0.09900192155
701	0.09891687969
702	0.09879174905
703	0.09869388285
704	0.09861609212
705	0.09850237452
706	0.09841577153
707	0.0982891097
708	0.0981894693
709	0.09809337352
710	0.09798979704
711	0.09790519217
712	0.09780671739
713	0.09771507696
714	0.09762974268
715	0.09753110602
716	0.09744690792
717	0.09733036715
718	0.09721992382
719	0.09712295853
720	0.09704931609
721	0.09696452687
722	0.09689298274
723	0.09679750963
724	0.09671734961
725	0.09661112677
726	0.09651820651
727	0.09637959576
728	0.09627589687
729	0.09618109382
730	0.09609314201
731	0.09596913943
732	0.09585869734
733	0.09579275421
734	0.09569163295
735	0.09558719401
736	0.09549536585
737	0.09539185972
738	0.09531468924
739	0.0952403738
740	0.09513898321
741	0.09504562407
742	0.09496724257
743	0.09490185864
744	0.09482649946
745	0.0947340123
746	0.0946476204
747	0.09455855751
748	0.09446888551
749	0.09436078017
750	0.09427629582
751	0.09418695918
752	0.09407689447
753	0.09398277736
754	0.09387775466
755	0.09377634172
756	0.09367906163
757	0.09360312771
758	0.09353295691
759	0.09346042711
760	0.09336871548
761	0.09328785698
762	0.09321577907
763	0.09312046084
764	0.09303077352
765	0.09290576172
766	0.09280789268
767	0.09270201529
768	0.09262797769
769	0.09255374235
770	0.09248116186
771	0.09240990887
772	0.09231875284
773	0.09223189411
774	0.09212330496
775	0.09201750007
776	0.09192376074
777	0.0918516177
778	0.09176090716
779	0.09169634063
780	0.09161957833
781	0.09151804245
782	0.09144259409
783	0.09135036971
784	0.09124877015
785	0.09117024218
786	0.09107483229
787	0.09098971606
788	0.09089548743
789	0.09081014914
790	0.09074972241
791	0.09067533415
792	0.09058007579
793	0.09049240124
794	0.09042345712
795	0.09035503524
796	0.09028538601
797	0.0901759202
798	0.09009766376
799	0.09003099164
800	0.08992763869
801	0.08981787941
802	0.08972852263
803	0.08964338391
804	0.08957351576
805	0.08950351544
806	0.08944298615
807	0.08934911044
808	0.08926263581
809	0.08917654954
810	0.08911716783
811	0.08900933069
812	0.08892538291
813	0.08883316809
814	0.08877227663
815	0.08868779293
816	0.08861507348
817	0.08852040968
818	0.08842566225
819	0.08836922059
820	0.0882858023
821	0.0882274667
822	0.08816908484
823	0.08808268065
824	0.08796563347
825	0.08787483448
826	0.08778193828
827	0.08771145181
828	0.08763763849
829	0.08754820665
830	0.08746482565
831	0.08738811749
832	0.08732654079
833	0.08724670123
834	0.08716602081
835	0.08710769684
836	0.08704040791
837	0.08694650579
838	0.08685396907
839	0.08678328646
840	0.08669183525
841	0.08661649463
842	0.08655485648
843	0.08648079468
844	0.08642916529
845	0.0863268304
846	0.08624577763
847	0.08617788257
848	0.08610584427
849	0.08602422607
850	0.08590896011
851	0.08583480312
852	0.08576039092
853	0.08569432258
854	0.08561684956
855	0.08551628677
856	0.08545225052
857	0.08539846463
858	0.0853154882
859	0.08521724156
860	0.08513881164
861	0.08510613625
862	0.08502358616
863	0.08494803265
864	0.08488841146
865	0.08481396792
866	0.08475893389
867	0.08467672275
868	0.08460142432
869	0.08451934321
870	0.08444603365
871	0.08439502501
872	0.08429779136
873	0.08423477998
874	0.0841653802
875	0.08408035077
876	0.08401589379
877	0.08393227603
878	0.08386576826
879	0.0837957555
880	0.08372815682
881	0.0836626966
882	0.08357447241
883	0.08349189268
884	0.08341472028
885	0.08333360595
886	0.0832729961
887	0.08319943575
888	0.08314660705
889	0.08306419658
890	0.08299373236
891	0.08289815284
892	0.0828403129
893	0.08277515351
894	0.08269786893
895	0.08263831336
896	0.08257652149
897	0.08251642872
898	0.08245394766
899	0.08237248598
900	0.08231735707
901	0.0822382075
902	0.08217316424
903	0.08208633606
904	0.0820219578
905	0.08197382386
906	0.08190083693
907	0.0818294623
908	0.08176065625
909	0.08167785694
910	0.08159827418
911	0.08153108463
912	0.08146374817
913	0.08140639132
914	0.08134418
915	0.08128841167
916	0.08121664043
917	0.08114170535
918	0.08107160848
919	0.08103359065
920	0.08097857477
921	0.08091404788
922	0.08085897198
923	0.08078699544
924	0.08073776189
925	0.080658921
926	0.08061391187
927	0.08055408323
928	0.08049352206
929	0.08042592841
930	0.08038032593
931	0.08031166672
932	0.0802430836
933	0.08018029091
934	0.08011279368
935	0.08006039078
936	0.08000162946
937	0.07991593866
938	0.07984873986
939	0.07980911299
940	0.0797395201
941	0.07967439862
942	0.07956996696
943	0.07952967738
944	0.07947228029
945	0.07942788029
946	0.07935011376
947	0.07929059958
948	0.07924666689
949	0.07918431146
950	0.07912660203
951	0.07906742269
952	0.07898994752
953	0.07891352333
954	0.07885557504
955	0.07877196037
956	0.07871161217
957	0.07863879851
958	0.07859005984
959	0.07852415905
960	0.0784674269
961	0.07842388582
962	0.07834999285
963	0.07828740602
964	0.07823873215
965	0.07818003858
966	0.07810444868
967	0.07805179753
968	0.07797976409
969	0.07793346077
970	0.07785722884
971	0.07780456886
972	0.07773974734
973	0.07768400646
974	0.07761568163
975	0.07755888642
976	0.0775112798
977	0.07744782202
978	0.07740972409
979	0.07734807266
980	0.07728169774
981	0.07721618859
982	0.07717437495
983	0.0771286277
984	0.07704586199
985	0.0769759356
986	0.07691364154
987	0.07685005844
988	0.07678708981
989	0.07674133954
990	0.07668133016
991	0.07661598802
992	0.07656220737
993	0.07650251228
994	0.07642626648
995	0.0763666388
996	0.07632868987
997	0.07625714054
998	0.07619712108
999	0.07612413742
1000	0.07605769412
1001	0.07599813624
1002	0.07594592235
1003	0.07590018425
1004	0.07586483647
1005	0.07579180204
1006	0.07573509542
1007	0.07568178262
1008	0.07561700557
1009	0.07554367878
1010	0.07546355427
1011	0.07539200549
1012	0.07531927145
1013	0.07525675558
1014	0.07520930414
1015	0.07516534407
1016	0.0750900464
1017	0.07504453085
1018	0.07499131123
1019	0.07494913241
1020	0.07490134081
1021	0.07485227181
1022	0.07480725193
1023	0.07475065294
1024	0.07470832805
1025	0.07463168451
1026	0.07455668595
1027	0.0744948854
1028	0.07443586607
1029	0.07435325946
1030	0.07428151178
1031	0.0742324659
1032	0.07416718062
1033	0.07411171547
1034	0.07406292492
1035	0.07400358505
1036	0.07395889609
1037	0.07391766771
1038	0.07386063707
1039	0.07380825477
1040	0.07374957223
1041	0.0736850221
1042	0.07363544831
1043	0.07358421919
1044	0.07354249916
1045	0.07349135742
1046	0.07342841014
1047	0.07336364195
1048	0.07330709295
1049	0.07325488888
1050	0.07319498459
1051	0.07312696363
1052	0.07310664863
1053	0.07307137494
1054	0.07302423633
1055	0.07296347299
1056	0.07290620179
1057	0.07286133281
1058	0.07281266089
1059	0.07277034918
1060	0.07271737468
1061	0.0726641679
1062	0.07260535611
1063	0.07255528147
1064	0.07251202204
1065	0.07246507398
1066	0.07241299048
1067	0.07235683541
1068	0.0723111656
1069	0.07225322644
1070	0.07218838307
1071	0.07214104623
1072	0.07209102234
1073	0.07202127858
1074	0.07195907308
1075	0.0719234425
1076	0.07186780277
1077	0.07180259339
1078	0.07174084809
1079	0.07169497463
1080	0.07164982243
1081	0.07162926578
1082	0.07156780154
1083	0.07153092142
1084	0.07146620089
1085	0.07140900094
1086	0.07134602192
1087	0.07131009707
1088	0.07127693068
1089	0.07123999235
1090	0.07119312715
1091	0.07114645352
1092	0.07110020769
1093	0.07107061764
1094	0.07100270953
1095	0.07093915809
1096	0.07086986449
1097	0.07084004866
1098	0.07078688744
1099	0.07072503991
1100	0.07066505328
1101	0.07061718426
1102	0.07057704221
1103	0.07052575147
1104	0.07047519027
1105	0.07040752766
1106	0.07034431202
1107	0.07028105179
1108	0.07023355272
1109	0.07019055048
1110	0.07015621147
1111	0.07011077161
1112	0.0700794317
1113	0.07001584852
1114	0.06996654191
1115	0.06992407593
1116	0.06988249438
1117	0.06983789104
1118	0.06978216487
1119	0.06973989637
1120	0.06968898775
1121	0.06963458929
1122	0.06960620383
1123	0.06956376119
1124	0.06949967194
1125	0.06944804068
1126	0.06941290079
1127	0.06936095376
1128	0.06932852636
1129	0.06925874958
1130	0.06921812213
1131	0.06916290376
1132	0.06912514145
1133	0.06910316711
1134	0.06906426796
1135	0.06901525863
1136	0.06897333802
1137	0.06892511091
1138	0.06887218751
1139	0.06882047631
1140	0.0687862372
1141	0.06874261226
1142	0.06869764641
1143	0.06864483176
1144	0.06859417314
1145	0.06855008176
1146	0.06850197103
1147	0.06845333174
1148	0.06840260985
1149	0.06834848036
1150	0.06830419332
1151	0.06824248519
1152	0.06820106922
1153	0.068148422
1154	0.06811639724
1155	0.06807074156
1156	0.06802914816
1157	0.0679878598
1158	0.06794976657
1159	0.06791372126
1160	0.06786760434
1161	0.06783483754
1162	0.06780638457
1163	0.06777577919
1164	0.06773825983
1165	0.06768049914
1166	0.06764476399
1167	0.06760025641
1168	0.06756262494
1169	0.06749997821
1170	0.06744244243
1171	0.06740179603
1172	0.06734888725
1173	0.06730977463
1174	0.06725097644
1175	0.06721803422
1176	0.0671783267
1177	0.0671396691
1178	0.06711067041
1179	0.06707351542
1180	0.06703867941
1181	0.06701270217
1182	0.06697981269
1183	0.06694410135
1184	0.06690373772
1185	0.06685766808
1186	0.0668078687
1187	0.06676207802
1188	0.06673387892
1189	0.06668147815
1190	0.06664071093
1191	0.06659050843
1192	0.06653126492
1193	0.06648544676
1194	0.06646018865
1195	0.06641338408
1196	0.06637791593
1197	0.06632553309
1198	0.06629043737
1199	0.06624244631
1200	0.06620820838
1201	0.06616987325
1202	0.06611896947
1203	0.06607071016
1204	0.06603438591
1205	0.06599032345
1206	0.06594472812
1207	0.06589418149
1208	0.06586244328
1209	0.06580739425
1210	0.06576430731
1211	0.06572006841
1212	0.06568355242
1213	0.0656358293
1214	0.06558988153
1215	0.06554998005
1216	0.06551032496
1217	0.06547309475
1218	0.0654316898
1219	0.06540008148
1220	0.06535303653
1221	0.0653174235
1222	0.06526518215
1223	0.06524130064
1224	0.06519306088
1225	0.06514940658
1226	0.06511068077
1227	0.06506687276
1228	0.06503283305
1229	0.06499206909
1230	0.06496138739
1231	0.06493059586
1232	0.06490112639
1233	0.06484658885
1234	0.06480346421
1235	0.06474551312
1236	0.06471539067
1237	0.06466968759
1238	0.06463576246
1239	0.06458404868
1240	0.0645581673
1241	0.06453727806
1242	0.06449723253
1243	0.06445613932
1244	0.06442871035
1245	0.06437044827
1246	0.06434821919
1247	0.064304649
1248	0.064257683
1249	0.06422112024
1250	0.06418583014
1251	0.06414419559
1252	0.06411657498
1253	0.06407676273
1254	0.06403323556
1255	0.06400122299
1256	0.06395299038
1257	0.06390929047
1258	0.063884472
1259	0.06385177747
1260	0.06379942317
1261	0.06377611984
1262	0.06373768628
1263	0.0636940702
1264	0.06365324602
1265	0.06362180847
1266	0.06358348468
1267	0.06353855884
1268	0.06350335971
1269	0.0634757903
1270	0.0634295189
1271	0.0633990928
1272	0.06335981095
1273	0.06332003687
1274	0.06329241521
1275	0.06326332877
1276	0.06321837154
1277	0.06317398147
1278	0.06312243325
1279	0.0630805594
1280	0.06305050015
1281	0.06300583015
1282	0.06295926562
1283	0.06292787482
1284	0.06288462273
1285	0.06282559098
1286	0.06278694429
1287	0.06275071893
1288	0.0627123991
1289	0.06266876766
1290	0.06262815179
1291	0.06260375216
1292	0.0625670585
1293	0.06253370228
1294	0.06249478871
1295	0.06245942562
1296	0.06242194518
1297	0.06239141667
1298	0.06234968368
1299	0.06231796424
1300	0.06226150153
1301	0.06220892431
1302	0.06217315875
1303	0.06214413576
1304	0.06212018668
1305	0.06209365099
1306	0.06205054475
1307	0.06201703805
1308	0.06199205638
1309	0.06196560474
1310	0.06192420144
1311	0.06188444552
1312	0.06183638356
1313	0.0617847758
1314	0.06174232423
1315	0.0617112949
1316	0.0616655335
1317	0.0616337478
1318	0.06160035863
1319	0.06155726601
1320	0.06153799926
1321	0.06150987812
1322	0.06146163155
1323	0.06141568408
1324	0.06138340103
1325	0.06133832186
1326	0.06129405898
1327	0.06126203014
1328	0.06122661435
1329	0.06119176705
1330	0.06115696518
1331	0.06111689995
1332	0.06107548353
1333	0.06102708851
1334	0.06096989849
1335	0.06093827335
1336	0.06091342336
1337	0.06086875869
1338	0.06081574607
1339	0.0607920809
1340	0.06075477458
1341	0.06073264775
1342	0.06070223861
1343	0.06067407524
1344	0.06064197561
1345	0.06062003072
1346	0.06058925374
1347	0.06054167436
1348	0.06051810494
1349	0.06046686329
1350	0.06043607194
1351	0.06040154168
1352	0.06037748082
1353	0.06033884863
1354	0.0603175199
1355	0.06028412507
1356	0.06025047723
1357	0.06022285716
1358	0.06020080536
1359	0.06017774525
1360	0.06013647528
1361	0.06011575788
1362	0.0600762296
1363	0.06004931
1364	0.0600140641
1365	0.05996918082
1366	0.0599446081
1367	0.05991800499
1368	0.0598685911
1369	0.05984159559
1370	0.05980146247
1371	0.05975567066
1372	0.05973106101
1373	0.05970247323
1374	0.05967156388
1375	0.05963672754
1376	0.05960710432
1377	0.05956729207
1378	0.05952992292
1379	0.05949395431
1380	0.05946351906
1381	0.0594285296
1382	0.05939472213
1383	0.05937272953
1384	0.05933137297
1385	0.05930256463
1386	0.05927284233
1387	0.0592457297
1388	0.05921590754
1389	0.059173722
1390	0.059153054
1391	0.0591267251
1392	0.05908860604
1393	0.05906018474
1394	0.05902611076
1395	0.05897839086
1396	0.0589519257
1397	0.05891239708
1398	0.05888314732
1399	0.05883511303
1400	0.05880810159
1401	0.05878899193
1402	0.05874755678
1403	0.05872110968
1404	0.05869809818
1405	0.0586571653
1406	0.05862954569
1407	0.05859911082
1408	0.05855971747
1409	0.05851359279
1410	0.05845733806
1411	0.05841923385
1412	0.05838971128
1413	0.05837045705
1414	0.0583380974
1415	0.05830350503
1416	0.05827808876
1417	0.0582625515
1418	0.0582214178
1419	0.05820181019
1420	0.05816866217
1421	0.05813113436
1422	0.05811391457
1423	0.05808825665
1424	0.05806459925
1425	0.05803137621
1426	0.05799063562
1427	0.05795118854
1428	0.05791685872
1429	0.05790357978
1430	0.05787597448
1431	0.05784632367
1432	0.0578303815
1433	0.05779567321
1434	0.05775424916
1435	0.05772981808
1436	0.05769951835
1437	0.05767874336
1438	0.05765643485
1439	0.05762370617
1440	0.0575884834
1441	0.05755397638
1442	0.05752052208
1443	0.05750525441
1444	0.05746145637
1445	0.05743685593
1446	0.05740354748
1447	0.05736458205
1448	0.05734622744
1449	0.05730864056
1450	0.05727841608
1451	0.05724667332
1452	0.057212662
1453	0.0571885818
1454	0.05715344957
1455	0.05712036841
1456	0.05709551497
1457	0.05706682984
1458	0.05704949447
1459	0.0570075832
1460	0.05696549428
1461	0.05692780986
1462	0.05689332777
1463	0.05686338518
1464	0.0568297524
1465	0.05679147311
1466	0.05676524838
1467	0.05673569358
1468	0.05670878317
1469	0.05667456749
1470	0.05664779749
1471	0.05662526782
1472	0.05660509646
1473	0.05657336507
1474	0.05654939849
1475	0.05652648195
1476	0.05649412102
1477	0.0564591026
1478	0.05641282523
1479	0.05638332492
1480	0.05634706864
1481	0.05631331795
1482	0.05628746811
1483	0.05626421315
1484	0.05622369111
1485	0.05619647337
1486	0.0561723776
1487	0.05613824102
1488	0.05611857492
1489	0.05607985812
1490	0.05604971725
1491	0.05601838752
1492	0.05599293297
1493	0.05596671062
1494	0.05593800095
1495	0.05590718799
1496	0.05588471617
1497	0.05585250123
1498	0.05582957664
1499	0.05579640483
1500	0.05576960182
1501	0.05574218994
1502	0.05569443074
1503	0.05564543417
1504	0.05558713205
