iter	MultiClass
1505	0.05555576829
1506	0.05552675672
1507	0.05550350957
1508	0.05547499816
1509	0.05544959601
1510	0.05543282141
1511	0.05541041494
1512	0.05536704555
1513	0.05534460387
1514	0.05530434321
1515	0.05526230199
1516	0.05522474849
1517	0.0552109372
1518	0.05518276689
1519	0.05514199968
1520	0.0551099989
1521	0.05509053481
1522	0.05506045417
1523	0.05503165833
1524	0.05501559584
1525	0.05498202745
1526	0.05494314126
1527	0.05492150208
1528	0.05489765187
1529	0.05486888185
1530	0.05484191356
1531	0.05481854419
1532	0.05478473611
1533	0.05476761407
1534	0.05472585567
1535	0.05469836159
1536	0.05467394915
1537	0.05463846062
1538	0.05460520176
1539	0.05459276038
1540	0.05457333745
1541	0.05455233778
1542	0.05452076512
1543	0.05449174951
1544	0.05446970753
1545	0.05444268734
1546	0.05442237991
1547	0.05439729767
1548	0.05437103601
1549	0.05434680308
1550	0.05432414904
1551	0.0542924308
1552	0.05427322239
1553	0.05424964484
1554	0.05422190217
1555	0.05417839075
1556	0.05415120658
1557	0.05412529929
1558	0.05410828934
1559	0.05408007797
1560	0.05403816922
1561	0.05401626032
1562	0.05399466313
1563	0.05397840864
1564	0.05395978602
1565	0.05393846034
1566	0.05391155482
1567	0.05386800015
1568	0.05383992842
1569	0.05382100106
1570	0.05380034244
1571	0.0537738522
1572	0.05373331596
1573	0.05370639198
1574	0.0536826351
1575	0.05365092995
1576	0.05361810115
1577	0.05359172402
1578	0.05356211875
1579	0.05353805398
1580	0.05351828309
1581	0.05349936261
1582	0.05347713557
1583	0.05343859268
1584	0.05341304227
1585	0.05339890007
1586	0.05337785748
1587	0.05335568
1588	0.05331532545
1589	0.05328084489
1590	0.05324858709
1591	0.05323281676
1592	0.05320893019
1593	0.05316141029
1594	0.05313322495
1595	0.05311122231
1596	0.05309192816
1597	0.05307129157
1598	0.05301667802
1599	0.0529768822
1600	0.05294728893
1601	0.05291208007
1602	0.05287665511
1603	0.05284515743
1604	0.05281067453
1605	0.0527741589
1606	0.05274779921
1607	0.05273176584
1608	0.05272142422
1609	0.05269447941
1610	0.05265993904
1611	0.05263749817
1612	0.05260773152
1613	0.05258061422
1614	0.0525638675
1615	0.05254207399
1616	0.05252248782
1617	0.05250738171
1618	0.05248686589
1619	0.05245909824
1620	0.05244319364
1621	0.05241600852
1622	0.05239290396
1623	0.05236047265
1624	0.05232737667
1625	0.0523139452
1626	0.05228391277
1627	0.05225946252
1628	0.05223846237
1629	0.05222756156
1630	0.0522111669
1631	0.05218218209
1632	0.05215887952
1633	0.05213415547
1634	0.05211396444
1635	0.0520792155
1636	0.05205889535
1637	0.05204121608
1638	0.05200513153
1639	0.05198371094
1640	0.0519570759
1641	0.05191574105
1642	0.05188990698
1643	0.05185673775
1644	0.05184099267
1645	0.05181462098
1646	0.05179158449
1647	0.05177067473
1648	0.0517484472
1649	0.05173212726
1650	0.05170621486
1651	0.051678838
1652	0.05164937457
1653	0.05162476345
1654	0.05161151197
1655	0.05158719776
1656	0.05157335144
1657	0.05154521951
1658	0.0515178036
1659	0.05148704754
1660	0.05144720167
1661	0.05141305034
1662	0.05138965274
1663	0.05136237452
1664	0.05134306782
1665	0.05130355967
1666	0.05128369713
1667	0.051268521
1668	0.05125723872
1669	0.05123646203
1670	0.05120330327
1671	0.05116984219
1672	0.05114921156
1673	0.05111740121
1674	0.05110253283
1675	0.05108107363
1676	0.05105777919
1677	0.05102680881
1678	0.05100383743
1679	0.0509845583
1680	0.05095857944
1681	0.05093380814
1682	0.05091228692
1683	0.05088631093
1684	0.05087024705
1685	0.05085969245
1686	0.05081625537
1687	0.05078501017
1688	0.05075757547
1689	0.0507411611
1690	0.05071512927
1691	0.05069508109
1692	0.05067284682
1693	0.05065266867
1694	0.05062971195
1695	0.05060012246
1696	0.05057769423
1697	0.05055141488
1698	0.05052987384
1699	0.05049592546
1700	0.05046960787
1701	0.05045410963
1702	0.05043391197
1703	0.05040310683
1704	0.05038073643
1705	0.05036569899
1706	0.0503488803
1707	0.05032311289
1708	0.05030538245
1709	0.05029452495
1710	0.0502652044
1711	0.0502471346
1712	0.05021865762
1713	0.05020989806
1714	0.05018647996
1715	0.05014436525
1716	0.05012477767
1717	0.05009718496
1718	0.05007777925
1719	0.05006049752
1720	0.05004309548
1721	0.05002917747
1722	0.05000108923
1723	0.04998521191
1724	0.04994939483
1725	0.04993437566
1726	0.0498973838
1727	0.04988498494
1728	0.0498654381
1729	0.04984706321
1730	0.0498195277
1731	0.04980497165
1732	0.04977451943
1733	0.04974171465
1734	0.04972327325
1735	0.04970751352
1736	0.04968112893
1737	0.04965105523
1738	0.04963133042
1739	0.04961193163
1740	0.04959357205
1741	0.04958028599
1742	0.04955784018
1743	0.04953691688
1744	0.04949124187
1745	0.04945858205
1746	0.04943394787
1747	0.04940320245
1748	0.04937227112
1749	0.04935033553
1750	0.04933423076
1751	0.04930437047
1752	0.04927815219
1753	0.04926857269
1754	0.04924867847
1755	0.04922398944
1756	0.04921653778
1757	0.04919784198
1758	0.04917868462
1759	0.0491613327
1760	0.04913784351
1761	0.04910159783
1762	0.04908254321
1763	0.04905342246
1764	0.04902524021
1765	0.04900307359
1766	0.04897611432
1767	0.04894589298
1768	0.04892329231
1769	0.04889964909
1770	0.04888213003
1771	0.04885984272
1772	0.04882116422
1773	0.04880652523
1774	0.048789319
1775	0.04876262499
1776	0.04874025557
1777	0.04871585859
1778	0.04870047268
1779	0.04867148683
1780	0.04864335656
1781	0.04860773397
1782	0.04858556303
1783	0.04855780756
1784	0.04852215001
1785	0.04849213818
1786	0.04847867497
1787	0.04844388986
1788	0.04842824441
1789	0.0483901686
1790	0.04835335202
1791	0.04832103948
1792	0.04829737894
1793	0.04827946902
1794	0.04826966537
1795	0.04825117042
1796	0.04822969397
1797	0.04821234162
1798	0.04818318159
1799	0.04815720307
